Date	Close	Change	% Change
02/13/06	0.143615	0.0002329	0.162432767
02/14/06	0.143530	-8.545E-05	-0.059499232
02/15/06	0.143347	-0.00018272	-0.127304529
02/16/06	0.144017	0.00066981	0.467264325
02/17/06	0.143030	-0.00098673	-0.685148567
02/20/06	0.142721	-0.00030886	-0.215940395
02/21/06	0.142428	-0.00029297	-0.205274123
02/22/06	0.142740	0.0003116	0.218776623
02/23/06	0.143123	0.00038253	0.26799079
02/24/06	0.143396	0.00027373	0.191255729
02/27/06	0.142059	-0.00133772	-0.932883596
02/28/06	0.141533	-0.00052598	-0.370255864
03/01/06	0.141441	-9.118E-05	-0.064423347
03/02/06	0.140831	-0.00061065	-0.431733688
03/03/06	0.141414	0.00058305	0.414007712
03/06/06	0.141697	0.0002835	0.200475541
03/07/06	0.142725	0.00102755	0.725172809
03/08/06	0.143444	0.00071899	0.503759648
03/09/06	0.144086	0.00064243	0.447861811
03/10/06	0.144333	0.00024642	0.171022588
03/13/06	0.144395	6.211E-05	0.043032536
03/14/06	0.143607	-0.00078759	-0.545442231
03/15/06	0.143573	-3.375E-05	-0.023501612
03/16/06	0.143370	-0.0002036	-0.141808978
03/17/06	0.144286	0.0009165	0.639255877
03/20/06	0.145281	0.00099477	0.68944166
03/21/06	0.145228	-5.27E-05	-0.036274508
03/22/06	0.145226	-2.81E-06	-0.001934883
03/23/06	0.145552	0.00032668	0.224946597
03/24/06	0.145367	-0.00018489	-0.12702654
03/27/06	0.145941	0.00057349	0.394510818
03/28/06	0.145862	-7.896E-05	-0.054104108
03/29/06	0.146264	0.00040207	0.275651147
03/30/06	0.144584	-0.00167958	-1.14832108
03/31/06	0.145512	0.00092774	0.641659864
04/03/06	0.146242	0.00073034	0.501910047
04/04/06	0.145397	-0.00084576	-0.578327212
04/05/06	0.145130	-0.00026704	-0.183663028
04/06/06	0.144062	-0.00106748	-0.735535332
04/07/06	0.143164	-0.00089832	-0.623564032
04/10/06	0.143248	8.403E-05	0.058694977
04/11/06	0.142929	-0.00031848	-0.222327867
04/12/06	0.143273	0.00034318	0.240104522
04/13/06	0.143730	0.00045753	0.319342289
04/14/06	0.143730	0	0
04/17/06	0.142635	-0.00109563	-0.762282759
04/18/06	0.142498	-0.00013699	-0.096042683
04/19/06	0.141998	-0.00049964	-0.350630688
04/20/06	0.142451	0.00045361	0.319448454
04/21/06	0.141917	-0.0005343	-0.375075078
04/24/06	0.142115	0.00019759	0.139229091
04/25/06	0.141209	-0.00090564	-0.63725959
04/26/06	0.140647	-0.00056211	-0.398069162
04/27/06	0.140124	-0.00052277	-0.371689354
04/28/06	0.139824	-0.00030019	-0.214231298
05/01/06	0.138994	-0.00082981	-0.593467247
05/02/06	0.138090	-0.00090465	-0.650854262
05/03/06	0.138352	0.00026203	0.189753609
05/04/06	0.138108	-0.00024333	-0.175877942
05/05/06	0.138252	0.00014351	0.103911206
05/08/06	0.138997	0.00074531	0.539096016
05/09/06	0.137599	-0.0013978	-1.005632347
05/10/06	0.137649	4.952E-05	0.03598855
05/11/06	0.137536	-0.00011307	-0.082143809
05/12/06	0.138120	0.00058393	0.424565915
05/15/06	0.139210	0.00109058	0.789590478
05/16/06	0.138810	-0.00039984	-0.287220168
05/17/06	0.138550	-0.00025998	-0.187291388
05/18/06	0.140112	0.0015619	1.127314915
05/19/06	0.140482	0.00037007	0.264123736
05/22/06	0.139603	-0.00087989	-0.626334553
05/23/06	0.139351	-0.00025184	-0.180397864
05/24/06	0.140155	0.0008038	0.576818057
05/25/06	0.137942	-0.00221207	-1.578308224
05/26/06	0.138336	0.00039402	0.285640901
05/29/06	0.137818	-0.00051869	-0.374948179
05/30/06	0.136790	-0.00102741	-0.745484472
05/31/06	0.137318	0.00052802	0.386006761
06/01/06	0.137506	0.00018723	0.13634738
06/02/06	0.136906	-0.0005992	-0.435764071
06/05/06	0.137649	0.00074236	0.542239077
06/06/06	0.139417	0.00176802	1.2844431
06/07/06	0.138783	-0.00063392	-0.454694191
06/08/06	0.140313	0.0015298	1.102297503
06/09/06	0.138107	-0.002206	-1.572203107
06/12/06	0.137209	-0.00089786	-0.650120711
06/13/06	0.138883	0.00167418	1.220169552
06/14/06	0.139029	0.00014584	0.105009268
06/15/06	0.139655	0.00062625	0.450446174
06/16/06	0.140246	0.00059111	0.423264261
06/19/06	0.140276	2.986E-05	0.021291132
06/20/06	0.139431	-0.00084534	-0.602626079
06/21/06	0.138339	-0.00109131	-0.782689895
06/22/06	0.139807	0.00146727	1.060630671
06/23/06	0.140584	0.00077732	0.555996402
06/26/06	0.140384	-0.00020032	-0.142491342
06/27/06	0.140261	-0.00012261	-0.087339225
06/28/06	0.140772	0.00051085	0.364213729
06/29/06	0.139335	-0.00143728	-1.020999219
06/30/06	0.139112	-0.00022301	-0.160053546
07/03/06	0.138891	-0.00022099	-0.158858056
07/04/06	0.138315	-0.00057572	-0.414513234
07/05/06	0.139304	0.00098948	0.715382074
07/06/06	0.138855	-0.00044921	-0.32246653
07/07/06	0.139414	0.0005593	0.402793789
07/10/06	0.140870	0.00145537	1.04391603
07/11/06	0.141683	0.00081278	0.576972331
07/12/06	0.142485	0.0008027	0.566547965
07/13/06	0.141647	-0.00083825	-0.58830622
07/14/06	0.141029	-0.00061807	-0.436345065
07/17/06	0.141646	0.00061727	0.43769012
07/18/06	0.141682	3.561E-05	0.02514009
07/19/06	0.141513	-0.0001689	-0.119210728
07/20/06	0.141842	0.00032886	0.232388577
07/21/06	0.142533	0.00069136	0.487416125
07/24/06	0.143150	0.00061637	0.4324396
07/25/06	0.142803	-0.00034608	-0.241761117
07/26/06	0.142748	-5.549E-05	-0.038857594
07/27/06	0.141910	-0.00083849	-0.587391767
07/28/06	0.141754	-0.00015555	-0.109612104
07/31/06	0.141831	7.687E-05	0.054227762
08/01/06	0.142396	0.00056504	0.39839011
08/02/06	0.141138	-0.0012583	-0.883663269
08/03/06	0.141141	2.98E-06	0.002111415
08/04/06	0.141375	0.0002349	0.166429846
08/07/06	0.140509	-0.00086672	-0.613062593
08/08/06	0.140427	-8.205E-05	-0.058394948
08/09/06	0.140375	-5.162E-05	-0.036759396
08/10/06	0.141250	0.00087446	0.622945415
08/11/06	0.140446	-0.00080317	-0.568617861
08/14/06	0.140939	0.00049236	0.350568028
08/15/06	0.140455	-0.00048379	-0.343262685
08/16/06	0.139801	-0.00065397	-0.465608467
08/17/06	0.140181	0.00038052	0.272186992
08/18/06	0.140993	0.00081169	0.579028027
08/21/06	0.140209	-0.00078401	-0.556062436
08/22/06	0.140019	-0.00018981	-0.135376329
08/23/06	0.138979	-0.00104019	-0.742890232
08/24/06	0.139373	0.00039369	0.283272707
08/25/06	0.139012	-0.00036101	-0.259024642
08/28/06	0.139304	0.00029212	0.210140389
08/29/06	0.139641	0.0003371	0.241988831
08/30/06	0.139539	-0.00010193	-0.072994295
08/31/06	0.139544	4.68E-06	0.003353898
09/01/06	0.139045	-0.00049914	-0.357694143
09/04/06	0.139378	0.00033305	0.239527358
09/05/06	0.139965	0.00058681	0.42102141
09/06/06	0.139150	-0.00081444	-0.581890325
09/07/06	0.139781	0.00063082	0.453337864
09/08/06	0.140945	0.00116392	0.832674564
09/11/06	0.141001	5.617E-05	0.039852476
09/12/06	0.140559	-0.00044224	-0.313643188
09/13/06	0.141037	0.00047867	0.340547991
09/14/06	0.140479	-0.00055793	-0.39559005
09/15/06	0.141225	0.00074549	0.530675332
09/18/06	0.140654	-0.00057089	-0.404241516
09/19/06	0.141401	0.00074683	0.530969274
09/20/06	0.142238	0.00083715	0.592039995
09/21/06	0.141526	-0.00071243	-0.500871532
09/22/06	0.141107	-0.00041824	-0.295522423
09/25/06	0.140951	-0.00015653	-0.110929689
09/26/06	0.141186	0.00023489	0.166646719
09/27/06	0.141053	-0.00013287	-0.094110058
09/28/06	0.140727	-0.00032598	-0.2311048
09/29/06	0.141148	0.00042137	0.299423898
10/02/06	0.141256	0.00010753	0.076182296
10/03/06	0.141654	0.00039853	0.282133528
10/04/06	0.142704	0.00105009	0.741304502
10/05/06	0.142616	-8.858E-05	-0.062072355
10/06/06	0.142597	-1.896E-05	-0.013294455
10/09/06	0.142053	-0.0005436	-0.381214485
10/10/06	0.143006	0.00095284	0.67076236
10/11/06	0.143565	0.00055853	0.390563677
10/12/06	0.143566	1.81E-06	0.001260756
10/13/06	0.144023	0.00045681	0.318187109
10/16/06	0.143885	-0.00013847	-0.096144179
10/17/06	0.144097	0.00021246	0.147659784
10/18/06	0.143803	-0.00029439	-0.204299499
10/19/06	0.143384	-0.00041839	-0.290946885
10/20/06	0.142309	-0.00107509	-0.749795184
10/23/06	0.142719	0.00040939	0.287676007
10/24/06	0.142885	0.00016637	0.116571896
10/25/06	0.142375	-0.00050981	-0.356797025
10/26/06	0.142707	0.00033163	0.232926556
10/27/06	0.141788	-0.00091906	-0.644018954
10/30/06	0.142625	0.00083698	0.590304167
10/31/06	0.142207	-0.00041777	-0.292915192
11/01/06	0.143603	0.00139584	0.98155416
11/02/06	0.144313	0.00071023	0.494578907
11/03/06	0.143465	-0.00084808	-0.58766627
11/06/06	0.143362	-0.00010316	-0.07190598
11/07/06	0.143203	-0.00015921	-0.111054564
11/08/06	0.143534	0.00033091	0.231077965
11/09/06	0.143889	0.00035498	0.247314811
11/10/06	0.143862	-2.699E-05	-0.018757561
11/13/06	0.144603	0.00074155	0.515460514
11/14/06	0.144777	0.00017429	0.120529836
11/15/06	0.145011	0.00023374	0.16144775
11/16/06	0.144985	-2.615E-05	-0.018033086
11/17/06	0.145418	0.00043274	0.298472091
11/20/06	0.145853	0.00043562	0.299564386
11/21/06	0.145922	6.83E-05	0.046827829
11/22/06	0.145117	-0.00080496	-0.551638159
11/23/06	0.145224	0.00010708	0.073788848
11/24/06	0.144394	-0.00083036	-0.571779321
11/27/06	0.144124	-0.00026962	-0.186725857
11/28/06	0.144356	0.00023198	0.160958753
11/29/06	0.145238	0.00088185	0.610886181
11/30/06	0.145786	0.00054828	0.377505264
12/01/06	0.146006	0.00021963	0.150652336
12/04/06	0.146471	0.00046517	0.318597325
12/05/06	0.146136	-0.00033436	-0.228277597
12/06/06	0.146586	0.00044947	0.307568756
12/07/06	0.146857	0.00027105	0.184908644
12/08/06	0.146719	-0.0001383	-0.094173275
12/11/06	0.146592	-0.00012642	-0.086164915
12/12/06	0.147239	0.00064687	0.441271683
12/13/06	0.147627	0.00038755	0.263211334
12/14/06	0.148014	0.00038769	0.262615185
12/15/06	0.148049	3.421E-05	0.023112625
12/18/06	0.147937	-0.00011115	-0.075076723
12/19/06	0.147759	-0.00017874	-0.120821374
12/20/06	0.146714	-0.00104457	-0.706943336
12/21/06	0.147749	0.00103441	0.705051573
12/22/06	0.148069	0.00032029	0.216780543
12/25/06	0.148068	-4.2E-07	-0.000283652
12/26/06	0.148325	0.00025643	0.17318351
12/27/06	0.148443	0.0001186	0.079959656
12/28/06	0.148456	1.26E-05	0.008488084
12/29/06	0.149095	0.00063882	0.430309317
01/01/07	0.149095	0	0
01/02/07	0.149313	0.00021783	0.146101655
01/03/07	0.149940	0.00062778	0.420446627
01/04/07	0.150557	0.00061663	0.411249988
01/05/07	0.150634	7.653E-05	0.050831226
01/08/07	0.150588	-4.512E-05	-0.029953479
01/09/07	0.151063	0.00047494	0.315389352
01/10/07	0.150805	-0.00025837	-0.171034137
01/11/07	0.151080	0.00027451	0.182029725
01/12/07	0.150095	-0.00098465	-0.651742741
01/15/07	0.149869	-0.0002258	-0.150438156
01/16/07	0.150546	0.00067647	0.451373899
01/17/07	0.151074	0.00052853	0.351076422
01/18/07	0.151171	9.691E-05	0.064147329
01/19/07	0.150947	-0.00022362	-0.147925188
01/22/07	0.151120	0.00017232	0.114158979
01/23/07	0.151946	0.00082613	0.546672568
01/24/07	0.152223	0.00027673	0.182124104
01/25/07	0.151528	-0.00069437	-0.456154432
01/26/07	0.151920	0.00039187	0.258611928
01/29/07	0.152138	0.00021833	0.143713731
01/30/07	0.152019	-0.00011911	-0.078290556
01/31/07	0.151841	-0.00017787	-0.117004888
02/01/07	0.151685	-0.00015618	-0.10285731
02/02/07	0.152637	0.00095142	0.627233078
02/05/07	0.152469	-0.00016722	-0.109554284
02/06/07	0.152595	0.0001255	0.082311577
02/07/07	0.152936	0.0003413	0.223664035
02/08/07	0.153064	0.00012761	0.083440001
02/09/07	0.151731	-0.00133298	-0.870865328
02/12/07	0.151470	-0.00026124	-0.17217327
02/13/07	0.150485	-0.0009842	-0.649767217
02/14/07	0.150429	-5.682E-05	-0.037757808
02/15/07	0.149990	-0.00043827	-0.291347504
02/16/07	0.150318	0.00032737	0.218260723
02/19/07	0.150305	-1.29E-05	-0.008581823
02/20/07	0.150725	0.00041975	0.279265847
02/21/07	0.149969	-0.00075556	-0.501285258
02/22/07	0.149995	2.584E-05	0.017230228
02/23/07	0.149633	-0.00036164	-0.241101627
02/26/07	0.149558	-7.494E-05	-0.050082468
02/27/07	0.150533	0.00097458	0.651639034
02/28/07	0.151482	0.00094962	0.630839091
03/01/07	0.151443	-3.931E-05	-0.025950199
03/02/07	0.151746	0.00030281	0.199949618
03/05/07	0.152232	0.0004863	0.320469817
03/06/07	0.151825	-0.00040768	-0.267801319
03/07/07	0.152158	0.00033305	0.219365007
03/08/07	0.152506	0.00034884	0.229262246
03/09/07	0.151533	-0.00097312	-0.638084404
03/12/07	0.150826	-0.00070776	-0.467065501
03/13/07	0.150930	0.00010429	0.069146091
03/14/07	0.151906	0.0009763	0.646856673
03/15/07	0.151827	-7.896E-05	-0.051979452
03/16/07	0.151764	-6.275E-05	-0.041329875
03/19/07	0.151900	0.00013573	0.089434635
03/20/07	0.150417	-0.00148341	-0.976568826
03/21/07	0.149709	-0.00070771	-0.470499337
03/22/07	0.149814	0.00010454	0.069828764
03/23/07	0.150116	0.00030284	0.202144505
03/26/07	0.149925	-0.00019142	-0.127514331
03/27/07	0.149811	-0.00011382	-0.075917939
